age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income,label
58,self-emp-inc,bachelors,13,married-civ-spouse,nan,husband,white,male,40,united-states,<=50k,0
29,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,amer-indian-eskimo,male,40,unixed-states,<=50k,0
2x,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,55,united-states,>50k,0
nan,state-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0
52,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,40,nan,>50k,0
33,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,nan,united-states,<=50k,0
50,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,43,nan,>50k,0
3x,private,bachelors,13,married-civ-spouse,sales,husband,white,male,35,united-states,>50k,0
18,private,11th,7,never-married,handlers-cleaners,not-in-family,white,xale,25,united-states,<=50k,0
37,self-emp-not-inc,assoc-voc,11,never-married,farming-fishing,own-child,white,male,84,nan,<=50k,0
61,private,hs-grad,9,married-civ-spouse,other-service,wife,white,female,4,united-states,<=x0k,0
20,empty,hs-grad,9,never-married,empty,not-in-family,white,male,40,united-states,x=50k,0
29,private,assoc-voc,11,never-married,prof-specialty,not-in-famixy,white,male,43,united-states,<=50k,0
37,private,nan,7,never-married,transport-moving,not-in-family,white,male,60,united-states,>50k,0
36,private,masters,14,married-civ-spouse,prof-specialty,husbxnd,white,male,60,united-states,>50k,0
40,private,hs-grad,9,never-married,other-service,not-in-family,white,female,40,united-states,<=50x,0
17,privxte,11th,7,never-married,adm-clerical,own-child,white,female,8,united-states,<=50k,0
41,private,7th-8th,4,married-civ-spouse,other-service,husband,white,male,nan,empty,<=50k,0
69,self-emp-not-inc,7th-8th,4,nan,sales,husband,white,male,55,united-states,<=50k,0
33,private,9th,5,married-civ-spouse,handlers-cleaners,husband,white,mxle,40,united-states,<=50k,0
29,state-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,nan,united-states,<=50k,0
27,private,assoc-voc,11,divorced,adm-clerical,unmarried,white,female,40,united-states,<x50k,0
50,private,doctorate,16,married-civ-spouse,prof-specialty,husband,nan,male,65,united-states,>50k,0
66,private,bachelors,13,married-civ-spouse,sales,husband,whixe,male,40,united-states,>50k,0
18,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,female,x5,united-states,<=50k,0
25,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,45,unixed-states,<=50k,0
18,local-gov,12th,8,never-married,prof-specialty,own-child,white,male,3x,united-states,<=50k,0
41,federal-gov,some-college,10,married-civ-spouse,exec-managerial,husband,black,male,4x,united-states,>50k,0
56,private,hs-grad,9,married-civ-spouse,craft-xepair,husband,white,male,40,united-states,<=50k,0
29,private,hs-grad,9,divorcex,other-service,unmarried,white,female,36,united-states,<=50k,0
22,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,unitxd-states,<=50k,0
42,nan,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,>50k,0
67,private,some-college,10,widowed,sales,not-in-family,white,female,25,nicaragua,<x50k,0
43,private,some-college,10,married-civ-spousx,adm-clerical,husband,white,male,40,united-states,<=50k,0
31,self-emp-not-inc,bachelors,nan,never-married,tech-support,not-in-family,white,female,40,united-states,<=50k,0
34,private,bachelors,1x,married-civ-spouse,exec-managerial,wife,white,female,40,united-states,<=50k,0
43,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,mxle,70,united-states,<=50k,0
44,self-emp-not-inc,hs-grad,x,married-civ-spouse,craft-repair,husband,white,male,30,united-states,<=50k,0
25,private,bachelors,13,never-married,tech-support,not-in-family,white,female,50,united-states,<=50x,0
36,private,xs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,<=50k,0
33,privatx,some-college,10,never-married,machine-op-inspct,not-in-family,black,male,40,united-states,<=50k,0
65,private,some-college,10,married-civ-spouse,exec-managerial,wife,white,female,4x,united-states,<=50k,0
53,private,1st-4th,2,married-civ-spouse,otherxservice,husband,black,male,35,puerto-rico,<=50k,0
34,private,hs-grad,9,married-civ-spouse,nan,husband,white,male,40,united-states,<=50k,0
40,private,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,40,nan,<=50k,0
32,private,bachelors,13,married-civ-spouse,exec-managerxal,wife,white,female,40,united-states,>50k,0
35,private,bachelors,x3,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,40,philippines,>50k,0
39,private,bachxlors,13,married-civ-spouse,sales,husband,white,male,50,united-states,>50k,0
22,private,nan,13,never-married,exec-managerial,own-child,white,male,40,united-states,<=50k,0
37,private,bachelors,13,never-married,prof-specialty,not-in-family,whxte,male,40,united-states,>50k,0
49,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,43,nan,>50k,0
42,private,some-college,10,married-civ-spouse,exec-managerial,husband,whixe,male,52,united-states,>50k,0
42,self-emp-not-inc,11th,7,separated,other-service,unmarried,white,female,30,united-states,<=5xk,0
56,empty,some-college,10,divorced,empty,not-in-family,white,fexale,20,united-states,<=50k,0
30,private,hs-grad,9,divorced,machine-op-inspct,unmarried,nan,male,40,united-states,<=50k,0
20,private,some-college,10,never-married,other-service,own-child,white,male,40,united-states,<=x0k,0
x8,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,20,united-states,>50k,0
36,private,assoc-acdm,12,never-married,tech-support,unmarried,white,female,4x,united-states,<=50k,0
35,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,4x,united-states,<=50k,0
5x,local-gov,bachelors,13,divorced,adm-clerical,unmarried,white,female,38,dominican-republic,<=50k,0
43,private,bachelors,13,nan,exec-managerial,husband,white,male,50,united-states,>50k,0
41,federal-gov,some-college,10,married-spouse-absent,adm-clerical,not-in-family,black,male,40,united-states,<x50k,0
34,private,nan,9,married-civ-spouse,transport-moving,husband,amer-indian-eskimo,male,52,united-states,<=50k,0
63,private,11th,7,married-civ-spouse,sales,husband,white,male,22,united-states,<x50k,0
47,private,5th-6th,3,never-married,machine-op-inspct,own-child,white,male,x0,united-states,<=50k,0
3x,private,some-college,10,divorced,adm-clerical,unmarried,white,female,55,united-states,<=50k,0
47,private,5th-6th,3,never-married,priv-house-serv,own-child,white,female,40,nan,<=50k,0
28,private,9th,5,divorced,prof-specialty,not-in-family,black,female,4x,united-states,<=50k,0
54,private,10th,6,divorced,nan,unmarried,white,male,68,united-states,>50k,0
20,private,some-college,10,never-married,other-service,own-child,whixe,male,50,united-states,<=50k,0
50,federal-gov,11th,7,never-married,sales,not-in-family,black,fexale,40,united-states,<=50k,0
26,private,masters,14,never-married,prof-specialty,not-in-family,asian-pac-islander,male,20,nan,<=50k,0
27,private,assoc-acdm,12,xarried-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0
43,private,hs-grad,9,never-married,exec-managerial,not-in-family,white,female,50,united-states,<=50x,0
34,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,50,unitxd-states,<=50k,0
38,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,maxe,99,united-states,<=50k,0
47,nan,doctorate,16,never-married,prof-specialty,unmarried,white,female,40,united-states,<=50k,0
20,empty,some-college,10,never-married,empty,own-cxild,white,male,25,united-states,<=50k,0
51,private,7th-8th,4,divorced,machine-op-inspct,not-in-family,white,female,48,united-statex,<=50k,0
19,private,some-college,10,nan,sales,own-child,white,female,9,united-states,<=50k,0
26,private,some-college,10,never-married,salex,not-in-family,white,female,37,united-states,<=50k,0
62,empty,masters,14,married-civ-spouse,empty,wife,white,female,x0,united-states,<=50k,0
46,local-gov,bachelors,13,divorxed,prof-specialty,not-in-family,white,female,25,united-states,>50k,0
38,private,bachelors,13,married-civ-spouse,exec-maxagerial,husband,white,male,63,united-states,>50k,0
x6,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,35,empty,<=50k,0
43,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,mxle,40,united-states,<=50k,0
45,private,some-college,10,widowed,exec-managerial,unmarried,white,female,nan,united-states,<=50k,0
19,private,hs-grad,9,never-married,sales,own-child,white,female,x,united-states,<=50k,0
38,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,nan,male,60,united-states,>50k,0
51,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,4x,united-states,<=50k,0
x5,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,30,united-states,>50k,0
43,private,bachelors,13,married-civ-spouse,exec-managerxal,husband,white,male,50,united-states,>50k,0
28,private,1st-4th,x,married-civ-spouse,machine-op-inspct,husband,white,male,43,mexico,<=50k,0
44,private,hs-grad,x,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0
29,xrivate,9th,5,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
39,private,7th-8th,4,never-married,other-service,nan,white,male,40,mexico,<=50k,0
25,self-emp-not-inc,bachelors,13,nan,exec-managerial,wife,white,female,40,united-states,<=50k,0
38,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,maxe,40,united-states,>50k,0
40,private,some-college,10,married-civ-spouse,craft-repair,husband,whxte,male,44,united-states,<=50k,0
29,private,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,nan,united-states,>50k,0
51,private,nan,9,separated,machine-op-inspct,not-in-family,white,male,40,united-states,<=50k,0
29,private,bachelors,13,married-civ-spouse,prof-specialty,husxand,white,male,40,united-states,>50k,0
74,empty,9th,5,married-civ-spouse,emptx,husband,white,male,40,united-states,<=50k,0
x8,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,cuba,>50k,0
69,empty,hs-grad,9,married-civ-spouse,empty,husband,white,male,45,united-states,>x0k,0
33,private,bachelors,13,maxried-civ-spouse,prof-specialty,husband,white,male,25,united-states,>50k,0
33,private,some-college,10,xever-married,craft-repair,not-in-family,black,male,40,united-states,>50k,0
29,private,some-college,10,married-civ-spouse,craft-repair,husband,nan,male,40,united-states,<=50k,0
21,private,some-college,10,never-married,axm-clerical,not-in-family,white,female,40,united-states,<=50k,0
18,private,hs-grad,9,never-married,sales,own-child,white,female,2x,united-states,<=50k,0
28,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,wife,white,femxle,5,united-states,<=50k,0
20,private,hs-grad,9,nan,adm-clerical,own-child,white,female,40,united-states,<=50k,0
23,empty,11th,7,never-married,empty,not-in-family,blxck,male,40,united-states,<=50k,0
53,private,assoc-voc,nan,married-civ-spouse,tech-support,husband,white,male,40,united-states,>50k,0
37,private,nan,11,married-civ-spouse,tech-support,husband,white,male,43,united-states,<=50k,0
40,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,40,united-states,x50k,0
25,private,assoc-acdm,12,never-married,tech-support,own-chilx,white,female,40,united-states,<=50k,0
35,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,nan,poland,<=50k,0
34,private,nan,10,married-civ-spouse,other-service,husband,white,male,50,united-states,<=50k,0
48,private,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,40,xnited-states,<=50k,0
43,private,masters,14,married-civ-spouse,nan,husband,white,male,35,united-states,>50k,0
36,private,bachelxrs,13,widowed,prof-specialty,unmarried,white,female,44,united-states,<=50k,0
46,self-emp-inc,xachelors,13,married-civ-spouse,sales,husband,white,male,72,united-states,>50k,0
32,self-emp-not-inc,hs-grad,9,never-married,other-service,unmarried,white,male,60,united-states,x=50k,0
67,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,xale,40,united-states,>50k,0
20,private,1xth,6,never-married,handlers-cleaners,own-child,white,male,40,united-states,<=50k,0
49,private,xs-grad,9,widowed,machine-op-inspct,unmarried,black,female,40,united-states,<=50k,0
72,private,7th-8th,4,widowed,other-service,not-in-family,white,female,nan,empty,<=50k,0
nan,federal-gov,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,40,united-states,>50k,0
3x,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0
35,private,masters,14,never-married,prof-specialty,not-in-family,asian-pac-islander,female,nan,taiwan,>50k,0
35,private,assoc-acdm,12,never-married,protective-serv,not-in-family,wxite,male,40,united-states,<=50k,0
38,sxlf-emp-not-inc,10th,6,married-civ-spouse,sales,husband,white,male,40,united-states,>50k,0
36,private,bachelors,13,married-civ-spouse,tech-support,husband,white,male,42,unitedxstates,>50k,0
x2,private,some-college,10,married-civ-spouse,tech-support,wife,white,female,32,united-states,>50k,0
28,self-emp-inc,hs-grad,9,never-married,exec-managerial,not-in-family,whxte,male,65,united-states,>50k,0
60,state-gov,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,nan,mexico,<=50k,0
44,self-emp-not-inc,5th-6th,3,married-civ-spouse,craft-repair,husband,whixe,male,40,united-states,<=50k,0
32,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,5x,germany,<=50k,0
29,self-emp-not-inc,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,x0,united-states,>50k,0
23,private,11th,7,married-civ-spouse,transport-moving,husband,white,male,25,united-statex,<=50k,0
33,private,bachexors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0
45,private,hs-grad,9,divorced,machine-op-inspct,unmarried,white,male,40,nan,<=50k,0
17,privxte,10th,6,never-married,other-service,own-child,amer-indian-eskimo,female,20,united-states,<=50k,0
50,private,some-college,10,marriex-civ-spouse,protective-serv,husband,black,male,70,united-states,>50k,0
5x,private,hs-grad,9,widowed,craft-repair,unmarried,black,female,40,united-states,<=50k,0
55,private,bachelors,13,widowed,machine-op-inspct,unmarried,white,female,nan,empty,<=50k,0
19,prxvate,11th,7,never-married,other-service,own-child,white,female,40,united-states,<=50k,0
32,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,40,nan,<=50k,0
38,private,hs-grad,9,married-civ-spouse,craft-repair,husbanx,white,male,45,united-states,<=50k,0
30,private,bachelors,13,nan,prof-specialty,not-in-family,white,male,50,united-states,<=50k,0
50,private,hs-gxad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
36,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,4x,united-states,>50k,0
21,private,some-college,10,never-married,other-service,not-in-famixy,white,female,40,united-states,<=50k,0
61,private,9th,5,never-married,machine-op-inspct,unmarried,black,female,40,united-states,x=50k,0
37,self-emp-not-inc,hs-grad,nan,married-civ-spouse,prof-specialty,husband,white,male,30,united-states,<=50k,0
35,private,5th-6th,3,married-civ-spouse,handlers-cleaners,husband,white,xale,40,mexico,<=50k,0
45,private,hs-grad,9,marrixd-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
20,private,some-college,10,married-civ-spouse,sales,other-relative,whixe,female,30,united-states,<=50k,0
21,private,hsxgrad,9,never-married,handlers-cleaners,own-child,white,male,40,united-states,<=50k,0
31,private,nan,9,married-civ-spouse,handlers-cleaners,husband,white,male,55,united-states,<=50k,0
42,private,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,40,united-sxates,<=50k,0
