age,workclass,fnlwgt,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income,label
27,private,200500,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50k,1
36,local-gov,241962,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k,1
30,self-emp-inc,78530,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,65,canada,>50k,1
22,private,189950,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,55,united-states,<=50k,1
20,private,241951,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,45,united-states,<=50k,1
18,private,343059,some-college,10,never-married,sales,own-child,white,female,0,0,40,united-states,<=50k,1
21,empty,79728,some-college,10,never-married,empty,own-child,white,female,0,0,40,united-states,<=50k,1
19,private,55284,hs-grad,9,never-married,sales,own-child,white,female,0,0,35,united-states,<=50k,1
34,private,509364,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,0,0,30,united-states,<=50k,1
32,state-gov,117927,some-college,10,never-married,adm-clerical,not-in-family,black,female,0,0,40,united-states,<=50k,1
20,private,137651,some-college,10,never-married,machine-op-inspct,own-child,amer-indian-eskimo,male,0,0,40,united-states,<=50k,1
70,private,131060,7th-8th,4,married-civ-spouse,other-service,husband,white,male,0,0,25,united-states,<=50k,1
57,private,346963,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,1
34,private,134737,assoc-voc,11,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1
48,private,36503,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,1
42,private,250121,11th,7,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,<=50k,1
27,private,387776,some-college,10,never-married,other-service,own-child,white,male,0,0,40,united-states,<=50k,1
51,private,41474,10th,6,married-civ-spouse,other-service,husband,white,male,0,0,40,mexico,<=50k,1
36,local-gov,318972,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,65,united-states,<=50k,1
33,private,86143,some-college,10,never-married,exec-managerial,own-child,asian-pac-islander,male,0,0,40,philippines,<=50k,1
50,private,181139,some-college,10,never-married,farming-fishing,not-in-family,white,male,0,0,40,united-states,<=50k,1
39,local-gov,153976,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,1
55,self-emp-not-inc,59469,9th,5,married-civ-spouse,farming-fishing,husband,white,male,0,0,25,united-states,<=50k,1
24,private,127139,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,1
35,private,136343,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k,1
32,self-emp-not-inc,350624,12th,8,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
29,private,121523,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50k,1
24,self-emp-not-inc,267396,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k,1
61,private,83045,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1
34,private,160449,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,44,united-states,>50k,1
20,empty,287681,some-college,10,never-married,empty,own-child,white,male,0,0,36,united-states,<=50k,1
41,private,154194,hs-grad,9,never-married,sales,own-child,white,female,0,0,40,united-states,<=50k,1
36,self-emp-not-inc,295127,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,84,united-states,<=50k,1
61,self-emp-not-inc,244087,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,52,united-states,>50k,1
35,private,356250,prof-school,15,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,35,china,<=50k,1
42,state-gov,293791,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,1
26,private,44308,bachelors,13,never-married,tech-support,not-in-family,white,male,0,0,40,united-states,<=50k,1
44,local-gov,210527,some-college,10,never-married,other-service,unmarried,black,female,0,0,40,united-states,<=50k,1
31,state-gov,151763,masters,14,never-married,adm-clerical,not-in-family,white,male,0,0,25,united-states,<=50k,1
39,state-gov,267581,hs-grad,9,never-married,other-service,not-in-family,black,male,0,0,40,united-states,<=50k,1
20,private,100188,some-college,10,never-married,tech-support,own-child,white,female,0,0,24,united-states,<=50k,1
32,self-emp-inc,111746,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
32,self-emp-not-inc,171091,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
61,private,355645,9th,5,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,20,trinadad&tobago,<=50k,1
54,local-gov,137678,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
23,private,70894,assoc-acdm,12,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,<=50k,1
19,private,171306,hs-grad,9,never-married,sales,own-child,white,male,0,0,3,united-states,<=50k,1
31,private,100997,some-college,10,married-civ-spouse,prof-specialty,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50k,1
35,private,63921,5th-6th,3,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,mexico,<=50k,1
29,private,32897,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,25,united-states,<=50k,1
29,local-gov,251854,hs-grad,9,never-married,protective-serv,not-in-family,black,female,0,0,40,united-states,<=50k,1
25,private,345121,10th,6,separated,other-service,own-child,white,female,0,0,25,united-states,<=50k,1
46,private,86220,bachelors,13,divorced,sales,not-in-family,white,female,0,0,40,united-states,<=50k,1
35,private,172845,assoc-voc,11,never-married,other-service,unmarried,white,female,0,0,30,united-states,<=50k,1
20,private,171398,10th,6,never-married,sales,not-in-family,other,male,0,0,40,united-states,<=50k,1
24,self-emp-not-inc,174391,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50k,1
48,private,207058,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,37,united-states,<=50k,1
37,private,291251,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k,1
60,self-emp-not-inc,224377,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
39,private,105813,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
29,local-gov,180916,some-college,10,separated,adm-clerical,unmarried,white,female,0,0,38,united-states,<=50k,1
31,self-emp-not-inc,122749,assoc-voc,11,divorced,craft-repair,own-child,white,male,0,0,20,united-states,<=50k,1
26,self-emp-not-inc,284343,assoc-acdm,12,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
46,private,174224,assoc-voc,11,divorced,protective-serv,not-in-family,black,male,0,0,40,united-states,<=50k,1
69,empty,183958,hs-grad,9,married-civ-spouse,empty,husband,white,male,0,0,8,united-states,<=50k,1
48,private,80651,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,female,0,0,55,united-states,<=50k,1
46,private,62793,hs-grad,9,divorced,sales,other-relative,white,female,0,0,40,united-states,<=50k,1
39,self-emp-not-inc,237532,hs-grad,9,married-civ-spouse,sales,wife,black,female,0,0,54,dominican-republic,>50k,1
50,federal-gov,20179,masters,14,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50k,1
24,private,311376,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,1
30,private,432565,assoc-voc,11,married-civ-spouse,tech-support,other-relative,white,female,0,0,40,canada,>50k,1
29,self-emp-not-inc,125190,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
23,private,342946,11th,7,never-married,transport-moving,own-child,white,female,0,0,38,united-states,<=50k,1
21,empty,219835,assoc-voc,11,never-married,empty,not-in-family,white,male,0,0,40,united-states,<=50k,1
32,private,123429,10th,6,separated,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
55,private,66356,hs-grad,9,separated,handlers-cleaners,unmarried,white,male,0,0,40,united-states,<=50k,1
41,private,195897,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50k,1
18,private,230875,11th,7,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k,1
74,self-emp-not-inc,92298,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,10,united-states,<=50k,1
40,private,185145,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,1
27,private,297296,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
55,private,145214,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
52,self-emp-not-inc,242341,7th-8th,4,married-civ-spouse,craft-repair,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50k,1
54,private,240542,some-college,10,divorced,sales,unmarried,white,female,0,0,48,united-states,<=50k,1
36,private,104772,hs-grad,9,divorced,craft-repair,unmarried,white,male,0,0,48,united-states,<=50k,1
76,empty,152802,some-college,10,married-civ-spouse,empty,husband,white,male,0,0,8,united-states,<=50k,1
26,private,181666,hs-grad,9,never-married,handlers-cleaners,own-child,white,female,0,0,40,united-states,<=50k,1
18,private,415520,11th,7,never-married,craft-repair,own-child,white,male,0,0,20,united-states,<=50k,1
38,private,258761,hs-grad,9,divorced,exec-managerial,not-in-family,white,male,0,0,50,united-states,<=50k,1
19,empty,356717,some-college,10,never-married,empty,own-child,white,female,0,0,25,united-states,<=50k,1
32,private,158438,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50k,1
57,private,206206,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k,1
20,private,51816,hs-grad,9,never-married,protective-serv,own-child,black,male,0,0,40,united-states,<=50k,1
27,private,253814,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
60,private,162947,5th-6th,3,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,puerto-rico,<=50k,1
52,private,163027,hs-grad,9,divorced,craft-repair,unmarried,white,female,0,0,50,united-states,<=50k,1
61,private,146788,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
57,self-emp-not-inc,73309,hs-grad,9,widowed,craft-repair,not-in-family,white,male,0,0,55,united-states,>50k,1
19,empty,143867,some-college,10,never-married,empty,own-child,white,male,0,0,40,united-states,<=50k,1
59,self-emp-not-inc,104216,prof-school,15,married-civ-spouse,sales,husband,white,male,0,0,25,united-states,<=50k,1
34,self-emp-not-inc,345705,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,45,united-states,>50k,1
31,private,133770,assoc-acdm,12,married-civ-spouse,craft-repair,not-in-family,asian-pac-islander,male,0,0,50,united-states,>50k,1
42,private,209392,hs-grad,9,divorced,protective-serv,not-in-family,black,male,0,0,35,united-states,<=50k,1
70,private,262345,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,6,united-states,<=50k,1
47,private,277545,bachelors,13,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,40,empty,>50k,1
29,private,490332,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,>50k,1
27,private,211570,11th,7,never-married,handlers-cleaners,other-relative,black,male,0,0,40,united-states,<=50k,1
25,private,374918,12th,8,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,<=50k,1
28,private,173649,hs-grad,9,never-married,other-service,own-child,black,female,0,0,40,empty,<=50k,1
35,private,174597,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
36,self-emp-not-inc,233533,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,>50k,1
54,empty,169785,masters,14,never-married,empty,not-in-family,white,female,0,0,40,united-states,<=50k,1
46,private,133169,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
52,private,198824,assoc-voc,11,separated,other-service,unmarried,white,female,0,0,35,united-states,<=50k,1
65,private,174056,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1
43,private,188696,assoc-voc,11,divorced,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k,1
41,local-gov,90692,hs-grad,9,divorced,prof-specialty,unmarried,asian-pac-islander,female,0,0,40,united-states,<=50k,1
47,self-emp-not-inc,102359,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,30,united-states,<=50k,1
49,federal-gov,213668,masters,14,never-married,exec-managerial,not-in-family,white,male,0,0,56,united-states,>50k,1
21,private,294789,some-college,10,never-married,other-service,not-in-family,white,female,0,0,25,united-states,<=50k,1
20,private,157599,some-college,10,never-married,other-service,not-in-family,white,female,0,0,25,united-states,<=50k,1
18,local-gov,134935,12th,8,never-married,protective-serv,own-child,white,male,0,0,40,united-states,<=50k,1
27,private,466224,some-college,10,never-married,sales,not-in-family,black,male,0,0,40,united-states,<=50k,1
34,self-emp-not-inc,111985,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k,1
38,private,264627,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
24,private,213427,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k,1
34,private,279015,some-college,10,never-married,sales,not-in-family,white,male,0,0,65,united-states,<=50k,1
47,private,165937,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,>50k,1
27,federal-gov,188343,hs-grad,9,separated,exec-managerial,unmarried,black,female,0,0,40,united-states,<=50k,1
63,private,158609,assoc-voc,11,widowed,adm-clerical,unmarried,white,female,0,0,8,united-states,<=50k,1
34,private,193036,some-college,10,married-civ-spouse,adm-clerical,husband,black,male,0,0,40,united-states,>50k,1
25,private,198632,some-college,10,married-spouse-absent,sales,not-in-family,white,male,0,0,50,united-states,<=50k,1
19,empty,192773,some-college,10,never-married,empty,own-child,white,female,0,0,35,united-states,<=50k,1
35,private,101387,hs-grad,9,divorced,sales,not-in-family,white,female,0,0,50,united-states,<=50k,1
24,private,60783,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,70,united-states,>50k,1
26,private,183224,some-college,10,never-married,adm-clerical,own-child,asian-pac-islander,female,0,0,35,united-states,<=50k,1
59,local-gov,100776,assoc-voc,11,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
43,private,57600,doctorate,16,married-spouse-absent,prof-specialty,not-in-family,white,female,0,0,40,empty,<=50k,1
20,private,174063,some-college,10,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50k,1
41,private,306495,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50k,1
51,private,249741,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
27,private,93021,hs-grad,9,never-married,adm-clerical,unmarried,other,female,0,0,40,united-states,<=50k,1
36,private,49626,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1
25,private,63062,some-college,10,never-married,farming-fishing,own-child,white,male,0,0,60,united-states,<=50k,1
55,private,320835,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k,1
